YEAR,MONTH,TRACT,TYPE,CONSUMPTION,CONNECTIONS
2007,3,102702,School or Church or Charity,101,5
2007,3,102702,Single Residence,3449,442
2007,3,102702,Triplex,183,3
2007,3,102801,Apartment,112,4
2007,3,102801,Business,3261,69
2007,3,102801,Duplex,1351,92
2007,3,102801,Fourplex,33,2
2007,3,102801,Industry,22,5
2007,3,102801,Miscellaneous,0,2
2007,3,102801,Parks & Municipals,17,19
2007,3,102801,Restaurant,41,1
2007,3,102801,School or Church or Charity,84,6
2007,3,102801,Single Residence,10852,1542
2007,3,102801,Triplex,34,1
2007,3,102802,Apartment,3862,12
2007,3,102802,Business,9407,281
2007,3,102802,Duplex,715,50
2007,3,102802,Fourplex,0,1
2007,3,102802,Hotel or Motel,172,4
2007,3,102802,Industry,1,1
2007,3,102802,Miscellaneous,15,12
2007,3,102802,Parks & Municipals,187,17
2007,3,102802,Restaurant,236,6
2007,3,102802,School or Church or Charity,185,16
2007,3,102802,Single Residence,7188,798
2007,3,102802,Triplex,47,1
2007,3,102900,Apartment,3228,34
2007,3,102900,Business,18491,655
2007,3,102900,Duplex,579,58
2007,3,102900,Fourplex,452,18
2007,3,102900,Hotel or Motel,2204,7
2007,3,102900,Industry,474,8
2007,3,102900,Miscellaneous,25,16
2007,3,102900,Parks & Municipals,268,16
2007,3,102900,Restaurant,995,17
2007,3,102900,School or Church or Charity,167,9
2007,3,102900,Single Residence,4058,681
2007,3,102900,Triplex,117,8
2007,3,103000,Apartment,264,6
2007,3,103000,Business,1675,54
2007,3,103000,Duplex,706,83
2007,3,103000,Fourplex,537,31
2007,3,103000,Hotel or Motel,41,3
2007,3,103000,Miscellaneous,0,5
2007,3,103000,Parks & Municipals,44,22
2007,3,103000,Restaurant,301,4
2007,3,103000,School or Church or Charity,152,5
2007,3,103000,Single Residence,4280,846
2007,3,103000,Triplex,241,17
2007,3,103100,Apartment,1520,14
2007,3,103100,Business,362,28
2007,3,103100,Duplex,1075,119
2007,3,103100,Fourplex,1071,54
2007,3,103100,Miscellaneous,0,3
2007,3,103100,Parks & Municipals,0,8
2007,3,103100,Restaurant,987,6
2007,3,103100,School or Church or Charity,513,18
2007,3,103100,Single Residence,5087,1125
2007,3,103100,Triplex,270,19
2007,3,103200,Apartment,1814,21
2007,3,103200,Business,2748,48
2007,3,103200,Duplex,683,89
2007,3,103200,Fourplex,1096,55
2007,3,103200,Hotel or Motel,325,3
2007,3,103200,Miscellaneous,0,2
2007,3,103200,Parks & Municipals,0,8
2007,3,103200,Restaurant,62,1
2007,3,103200,School or Church or Charity,19,5
2007,3,103200,Single Residence,6167,1277
2007,3,103200,Triplex,249,17
2007,3,103300,Apartment,2466,51
2007,3,103300,Business,2060,113
2007,3,103300,Duplex,1086,118
2007,3,103300,Fourplex,857,47
2007,3,103300,Hospital,0,2
2007,3,103300,Miscellaneous,48,5
2007,3,103300,Parks & Municipals,0,4
2007,3,103300,Restaurant,367,6
2007,3,103300,School or Church or Charity,807,25
2007,3,103300,Single Residence,4111,838
2007,3,103300,Triplex,311,27
2007,3,103400,Apartment,401,10
2007,3,103400,Business,750,54
2007,3,103400,Duplex,1480,184
2007,3,103400,Fourplex,744,45
2007,3,103400,Industry,169,3
2007,3,103400,Miscellaneous,0,1
2007,3,103400,Parks & Municipals,0,3
2007,3,103400,Restaurant,110,2
2007,3,103400,School or Church or Charity,80,5
2007,3,103400,Single Residence,5377,1206
2007,3,103400,Triplex,233,20
2007,3,103500,Apartment,64,3
2007,3,103500,Business,476,28
2007,3,103500,Duplex,1428,192
2007,3,103500,Fourplex,875,54
2007,3,103500,Parks & Municipals,0,3
2007,3,103500,Restaurant,10,1
2007,3,103500,School or Church or Charity,7,3
2007,3,103500,Single Residence,6044,1148
2007,3,103500,Triplex,287,29
2007,3,103600,Apartment,285,2
2007,3,103600,Business,64,2
2007,3,103600,Duplex,639,78
2007,3,103600,Miscellaneous,0,4
2007,3,103600,Parks & Municipals,0,4
2007,3,103600,Restaurant,63,1
2007,3,103600,School or Church or Charity,75,4
2007,3,103600,Single Residence,5587,910
2007,3,103600,Triplex,13,2
2007,3,103700,Business,109,13
2007,3,103700,Duplex,715,94
2007,3,103700,Parks & Municipals,2,3
2007,3,103700,Restaurant,557,3
2007,3,103700,School or Church or Charity,16,2
2007,3,103700,Single Residence,4487,955
2007,3,103700,Triplex,13,1
2007,3,103800,Apartment,262,4
2007,3,103800,Business,282,20
2007,3,103800,Duplex,1325,132
2007,3,103800,Fourplex,31,3
2007,3,103800,Miscellaneous,10,1
2007,3,103800,Parks & Municipals,0,1
2007,3,103800,Restaurant,127,2
2007,3,103800,School or Church or Charity,399,3
2007,3,103800,Single Residence,3568,688
2007,3,103800,Triplex,16,2
2007,3,103900,Apartment,572,8
2007,3,103900,Business,422,19
2007,3,103900,Duplex,870,78
2007,3,103900,Fourplex,16,2
2007,3,103900,Miscellaneous,0,6
2007,3,103900,Parks & Municipals,0,2
2007,3,103900,Restaurant,97,2
2007,3,103900,School or Church or Charity,55,12
2007,3,103900,Single Residence,6943,1195
2007,3,104000,Business,1082,33
2007,3,104000,Duplex,687,77
2007,3,104000,Parks & Municipals,0,1
2007,3,104000,School or Church or Charity,303,5
2007,3,104000,Single Residence,6108,1087
2007,3,104000,Triplex,2,1
2007,3,104100,Apartment,826,8
2007,3,104100,Business,87,4
2007,3,104100,Duplex,725,67
2007,3,104100,Miscellaneous,0,3
2007,3,104100,Parks & Municipals,0,5
2007,3,104100,School or Church or Charity,85,8
2007,3,104100,Single Residence,5423,877
2007,3,104100,Triplex,5,1
2007,3,104200,Apartment,2351,19
2007,3,104200,Business,2780,26
2007,3,104200,Duplex,1127,110
2007,3,104200,Fourplex,34,2
2007,3,104200,Hotel or Motel,80,1
2007,3,104200,Miscellaneous,550,10
2007,3,104200,Parks & Municipals,473,23
2007,3,104200,Restaurant,0,1
2007,3,104200,School or Church or Charity,268,10
2007,3,104200,Single Residence,14798,1985
2007,3,104200,Triplex,43,3
2007,3,104300,Apartment,3261,11
2007,3,104300,Business,813,31
2007,3,104300,Duplex,604,75
2007,3,104300,Fourplex,13,1
2007,3,104300,Miscellaneous,0,2
2007,3,104300,Restaurant,62,3
2007,3,104300,School or Church or Charity,501,14
2007,3,104300,Single Residence,3451,623
2007,3,104400,Business,287,11
2007,3,104400,Duplex,319,34
2007,3,104400,Miscellaneous,275,5
2007,3,104400,Parks & Municipals,16,9
2007,3,104400,Single Residence,4450,629
2007,3,104700,Apartment,1627,22
2007,3,104700,Business,392,28
2007,3,104700,Duplex,1641,163
2007,3,104700,Fourplex,147,6
2007,3,104700,Miscellaneous,13,4
2007,3,104700,Parks & Municipals,6,11
2007,3,104700,Restaurant,6,1
2007,3,104700,School or Church or Charity,54,6
2007,3,104700,Single Residence,7553,1381
2007,3,104700,Triplex,73,5
2007,3,104800,Apartment,1403,17
2007,3,104800,Business,528,32
2007,3,104800,Duplex,2015,180
2007,3,104800,Fourplex,59,2
2007,3,104800,Miscellaneous,14,5
2007,3,104800,Parks & Municipals,103,1
2007,3,104800,Restaurant,1,1
2007,3,104800,School or Church or Charity,200,9
2007,3,104800,Single Residence,8198,1440
2007,3,104800,Triplex,45,3
2007,3,104900,Apartment,331,6
2007,3,104900,Business,638,35
2007,3,104900,Duplex,721,68
2007,3,104900,Fourplex,1482,80
2007,3,104900,Industry,9,1
2007,3,104900,Miscellaneous,74,6
2007,3,104900,Parks & Municipals,6,5
2007,3,104900,Restaurant,283,2
2007,3,104900,School or Church or Charity,17,3
2007,3,104900,Single Residence,3461,742
2007,3,104900,Triplex,192,10
2007,3,110103,Miscellaneous,0,1
2007,3,110103,Single Residence,54,5
2007,3,110200,Miscellaneous,0,2
2007,3,110200,School or Church or Charity,95,2
2007,3,110300,Business,12,4
2007,3,110300,Duplex,86,10
2007,3,110300,Single Residence,287,78
2007,3,111400,Business,0,1
2007,3,111400,Duplex,17,2
2007,3,111400,Fourplex,13,1
2007,3,111400,Single Residence,108,16
2007,3,111400,Triplex,60,2
2007,3,111802,Apartment,1112,13
2007,3,111802,Business,1094,27
2007,3,111802,Duplex,130,18
2007,3,111802,Single Residence,493,56
2007,3,111802,Triplex,-4,3
2007,3,113906,Business,6498,52
2007,3,113906,Industry,3784,4
2007,3,113906,Miscellaneous,42,7
2007,3,113906,Parks & Municipals,17,2
2007,3,114000,Apartment,356,10
2007,3,114000,Business,27742,620
2007,3,114000,Duplex,167,19
2007,3,114000,Fourplex,140,3
2007,3,114000,Hotel or Motel,29271,58
2007,3,114000,Industry,296,19
2007,3,114000,Miscellaneous,59,8
2007,3,114000,Parks & Municipals,1582,66
2007,3,114000,Restaurant,1873,22
2007,3,114000,School or Church or Charity,31,3
2007,3,114000,Single Residence,505,106
2007,3,114000,Triplex,95,3
2007,3,114100,Apartment,301,10
2007,3,114100,Business,5256,126
2007,3,114100,Duplex,676,77
2007,3,114100,Fourplex,396,23
2007,3,114100,Hotel or Motel,211,4
2007,3,114100,Miscellaneous,229,13
2007,3,114100,Parks & Municipals,41,17
2007,3,114100,Restaurant,1683,19
2007,3,114100,School or Church or Charity,829,13
2007,3,114100,Single Residence,3734,685
2007,3,114100,Triplex,15,2
2007,3,114500,Business,77099,1109
2007,3,114500,Industry,11514,37
2007,3,114500,Miscellaneous,19,20
2007,3,114500,Parks & Municipals,145,15
2007,3,114500,School or Church or Charity,23,2
2007,3,114500,Single Residence,67,7
2007,3,114700,Business,1887,55
2007,3,114700,Duplex,74,7
2007,3,114700,Fourplex,94,3
2007,3,114700,Hotel or Motel,198,1
2007,3,114700,Industry,2549,8
2007,3,114700,Miscellaneous,30,5
2007,3,114700,Parks & Municipals,1939,20
2007,3,114700,Restaurant,22,1
2007,3,114700,School or Church or Charity,510,10
2007,3,114700,Single Residence,9047,1432
2007,3,114700,Triplex,25,2
2007,3,114800,Apartment,438,7
2007,3,114800,Business,49,5
2007,3,114800,Duplex,213,18
2007,3,114800,Fourplex,14,1
2007,3,114800,Hospital,723,2
2007,3,114800,Miscellaneous,0,14
2007,3,114800,Parks & Municipals,0,13
2007,3,114800,School or Church or Charity,16,2
2007,3,114800,Single Residence,10397,1261
2007,3,114800,Triplex,0,1
2007,3,980000,Business,30336,350
2007,3,980000,Hotel or Motel,6366,46
2007,3,980000,Industry,167,13
2007,3,980000,Miscellaneous,618,44
2007,3,980000,Parks & Municipals,78,14
2007,4,100100,Apartment,721,13
2007,4,100100,Business,4417,183
2007,4,100100,Duplex,754,54
2007,4,100100,Fourplex,89,5
2007,4,100100,Hotel or Motel,468,2
2007,4,100100,Industry,140228,23
2007,4,100100,Miscellaneous,2,7
2007,4,100100,Parks & Municipals,3,3
2007,4,100100,Restaurant,33,1
2007,4,100100,School or Church or Charity,731,15
2007,4,100100,Single Residence,2382,318
2007,4,100100,Triplex,142,6
2007,4,100200,Apartment,45,2
2007,4,100200,Business,8084,26
2007,4,100200,Duplex,1005,81
2007,4,100200,Fourplex,129,5
2007,4,100200,Industry,4601,8
2007,4,100200,Miscellaneous,1,2
2007,4,100200,Parks & Municipals,4,7
2007,4,100200,School or Church or Charity,167,2
2007,4,100200,Single Residence,5635,359
2007,4,100200,Triplex,58,4
2007,4,100306,Apartment,4090,16
2007,4,100306,Business,2729,59
2007,4,100306,Duplex,446,38
2007,4,100306,Fourplex,1036,67
2007,4,100306,Hotel or Motel,1669,4
2007,4,100306,Miscellaneous,11,3
2007,4,100306,Parks & Municipals,2,2
2007,4,100306,Restaurant,379,4
2007,4,100306,School or Church or Charity,176,2
2007,4,100306,Single Residence,6716,1388
2007,4,100307,Apartment,1493,18
2007,4,100307,Duplex,65,5
2007,4,100307,Fourplex,66,2
2007,4,100307,Parks & Municipals,591,5
2007,4,100307,School or Church or Charity,339,10
2007,4,100307,Single Residence,10156,1393
2007,4,100308,Apartment,6749,48
2007,4,100308,Business,1737,29
2007,4,100308,Duplex,440,17
2007,4,100308,Fourplex,799,18
2007,4,100308,Miscellaneous,0,1
2007,4,100308,Parks & Municipals,806,12
2007,4,100308,Restaurant,316,4
2007,4,100308,School or Church or Charity,278,10
2007,4,100308,Single Residence,4049,474
2007,4,100500,Apartment,5975,17
2007,4,100500,Business,468,11
2007,4,100500,Duplex,691,38
2007,4,100500,Fourplex,464,16
2007,4,100500,Miscellaneous,5,2
2007,4,100500,Parks & Municipals,247,10
2007,4,100500,Restaurant,178,4
2007,4,100500,School or Church or Charity,68,3
2007,4,100500,Single Residence,9726,1340
2007,4,100600,Apartment,2930,19
2007,4,100600,Business,8370,79
2007,4,100600,Duplex,1231,86
2007,4,100600,Fourplex,1026,31
2007,4,100600,Hotel or Motel,325,1
2007,4,100600,Industry,3,1
2007,4,100600,Miscellaneous,428,12
2007,4,100600,Parks & Municipals,93,9
2007,4,100600,Restaurant,392,8
2007,4,100600,School or Church or Charity,524,18
2007,4,100600,Single Residence,10409,1307
2007,4,100600,Triplex,177,11
2007,4,100700,Apartment,3458,49
2007,4,100700,Business,480,23
2007,4,100700,Duplex,1205,120
2007,4,100700,Fourplex,832,49
2007,4,100700,Industry,10,1
2007,4,100700,Miscellaneous,2,5
2007,4,100700,Parks & Municipals,280,19
2007,4,100700,Restaurant,35,1
2007,4,100700,School or Church or Charity,161,8
2007,4,100700,Single Residence,2906,486
2007,4,100700,Triplex,542,33
2007,4,100800,Apartment,6059,47
2007,4,100800,Business,6764,39
2007,4,100800,Duplex,498,42
2007,4,100800,Fourplex,331,19
2007,4,100800,Hotel or Motel,2130,6
2007,4,100800,Miscellaneous,110,11
2007,4,100800,Parks & Municipals,11,10
2007,4,100800,Restaurant,254,2
2007,4,100800,School or Church or Charity,6167,24
2007,4,100800,Single Residence,833,91
2007,4,100800,Triplex,232,16
2007,4,101000,Apartment,365,11
2007,4,101000,Business,303,11
2007,4,101000,Duplex,1866,170
2007,4,101000,Fourplex,297,14
2007,4,101000,Hospital,3884,3
2007,4,101000,Miscellaneous,692,4
2007,4,101000,Parks & Municipals,11,2
2007,4,101000,School or Church or Charity,5260,6
2007,4,101000,Single Residence,6076,966
2007,4,101000,Triplex,216,15
2007,4,101101,Apartment,2529,47
2007,4,101101,Business,1189,38
2007,4,101101,Duplex,613,53
2007,4,101101,Fourplex,912,43
2007,4,101101,Miscellaneous,260,9
2007,4,101101,Parks & Municipals,0,1
2007,4,101101,Restaurant,238,3
2007,4,101101,School or Church or Charity,109,3
2007,4,101101,Single Residence,1808,287
2007,4,101101,Triplex,288,18
2007,4,101102,Apartment,9869,70
2007,4,101102,Business,391,12
2007,4,101102,Duplex,730,51
2007,4,101102,Fourplex,804,41
2007,4,101102,Hotel or Motel,20,1
2007,4,101102,Miscellaneous,392,7
2007,4,101102,Parks & Municipals,8,7
2007,4,101102,School or Church or Charity,333,9
2007,4,101102,Single Residence,1063,178
2007,4,101102,Triplex,349,24
2007,4,101200,Apartment,4296,68
2007,4,101200,Business,931,31
2007,4,101200,Duplex,1035,101
2007,4,101200,Fourplex,1264,65
2007,4,101200,Hotel or Motel,13,1
2007,4,101200,Miscellaneous,0,4
2007,4,101200,Parks & Municipals,50,29
2007,4,101200,School or Church or Charity,90,3
2007,4,101200,Single Residence,5263,863
2007,4,101200,Triplex,342,28
2007,4,101400,Apartment,11737,14
2007,4,101400,Business,14503,102
2007,4,101400,Hospital,11474,22
2007,4,101400,Miscellaneous,1897,31
2007,4,101400,Parks & Municipals,128,13
2007,4,101400,School or Church or Charity,60026,33
2007,4,101400,Single Residence,354,32
2007,4,101500,Apartment,4641,65
2007,4,101500,Business,1233,40
2007,4,101500,Duplex,1089,87
2007,4,101500,Fourplex,924,49
2007,4,101500,Hospital,3403,9
2007,4,101500,Miscellaneous,2,6
2007,4,101500,Parks & Municipals,42,16
2007,4,101500,Restaurant,507,8
2007,4,101500,School or Church or Charity,54,5
2007,4,101500,Single Residence,2524,350
2007,4,101500,Triplex,677,44
2007,4,101600,Apartment,3886,35
2007,4,101600,Business,229,20
2007,4,101600,Duplex,811,82
2007,4,101600,Fourplex,525,27
2007,4,101600,Miscellaneous,166,10
2007,4,101600,Parks & Municipals,27,6
2007,4,101600,School or Church or Charity,1107,28
2007,4,101600,Single Residence,3954,615
2007,4,101600,Triplex,592,37
2007,4,101700,Apartment,7693,92
2007,4,101700,Business,3186,68
2007,4,101700,Duplex,541,70
2007,4,101700,Fourplex,939,36
2007,4,101700,Miscellaneous,0,1
2007,4,101700,Parks & Municipals,1,9
2007,4,101700,Restaurant,37,1
2007,4,101700,School or Church or Charity,134,7
2007,4,101700,Single Residence,1458,248
2007,4,101700,Triplex,212,13
2007,4,101800,Apartment,4681,53
2007,4,101800,Business,1351,54
2007,4,101800,Duplex,1038,100
2007,4,101800,Fourplex,940,50
2007,4,101800,Hotel or Motel,281,1
2007,4,101800,Industry,2476,3
2007,4,101800,Miscellaneous,0,6
2007,4,101800,Parks & Municipals,6,9
2007,4,101800,Restaurant,1383,10
2007,4,101800,School or Church or Charity,625,11
2007,4,101800,Single Residence,2756,488
2007,4,101800,Triplex,184,16
2007,4,101900,Apartment,7394,73
2007,4,101900,Business,4608,141
2007,4,101900,Duplex,111,13
2007,4,101900,Fourplex,322,14
2007,4,101900,Hotel or Motel,224,2
2007,4,101900,Miscellaneous,1,7
2007,4,101900,Parks & Municipals,34,16
2007,4,101900,Restaurant,1217,13
2007,4,101900,School or Church or Charity,532,13
2007,4,101900,Single Residence,2683,53
2007,4,101900,Triplex,49,3
2007,4,102000,Apartment,3075,50
2007,4,102000,Business,4539,88
2007,4,102000,Duplex,1042,98
2007,4,102000,Fourplex,197,16
2007,4,102000,Hotel or Motel,13,1
2007,4,102000,Miscellaneous,0,1
2007,4,102000,Parks & Municipals,0,12
2007,4,102000,Restaurant,33,2
2007,4,102000,School or Church or Charity,83,7
2007,4,102000,Single Residence,2435,417
2007,4,102000,Triplex,381,18
2007,4,102100,Apartment,4918,40
2007,4,102100,Business,4992,115
2007,4,102100,Fourplex,48,4
2007,4,102100,Miscellaneous,2,3
2007,4,102100,Parks & Municipals,893,10
2007,4,102100,Restaurant,620,4
2007,4,102100,School or Church or Charity,37,7
2007,4,102100,Single Residence,20,4
2007,4,102300,Apartment,5189,24
2007,4,102300,Business,3528,113
2007,4,102300,Duplex,564,45
2007,4,102300,Fourplex,212,10
2007,4,102300,Industry,0,1
2007,4,102300,Miscellaneous,432,5
2007,4,102300,Parks & Municipals,242,21
2007,4,102300,Restaurant,153,4
2007,4,102300,School or Church or Charity,733,8
2007,4,102300,Single Residence,1375,209
2007,4,102300,Triplex,39,3
2007,4,102500,Apartment,6676,37
2007,4,102500,Business,20956,227
2007,4,102500,Duplex,26,3
2007,4,102500,Fourplex,10,1
2007,4,102500,Hotel or Motel,4967,16
2007,4,102500,Industry,846,15
2007,4,102500,Miscellaneous,218,10
2007,4,102500,Parks & Municipals,83,19
2007,4,102500,Restaurant,996,8
2007,4,102500,School or Church or Charity,627,10
2007,4,102500,Single Residence,65,14
2007,4,102500,Triplex,25,2
2007,4,102600,Apartment,594,11
2007,4,102600,Business,9524,160
2007,4,102600,Duplex,924,56
2007,4,102600,Fourplex,496,17
2007,4,102600,Hotel or Motel,494,1
2007,4,102600,Industry,11,5
2007,4,102600,Miscellaneous,0,4
2007,4,102600,Parks & Municipals,218,35
2007,4,102600,Restaurant,473,9
2007,4,102600,School or Church or Charity,625,24
2007,4,102600,Single Residence,8289,1022
2007,4,102600,Triplex,228,11
2007,4,102701,Apartment,1942,5
2007,4,102701,Business,698,20
2007,4,102701,Duplex,1345,86
2007,4,102701,Fourplex,181,6
2007,4,102701,Parks & Municipals,3,5
2007,4,102701,Restaurant,30,1
2007,4,102701,School or Church or Charity,302,5
2007,4,102701,Single Residence,8445,948
2007,4,102701,Triplex,112,6
2007,4,102702,Apartment,2878,22
2007,4,102702,Business,4091,38
2007,4,102702,Duplex,657,27
2007,4,102702,Fourplex,1531,39
2007,4,102702,Hotel or Motel,1158,3
2007,4,102702,Industry,22034,17
2007,4,102702,Miscellaneous,65,2
2007,4,102702,Parks & Municipals,147,5
2007,4,102702,Restaurant,183,2
2007,4,102702,School or Church or Charity,134,5
2007,4,102702,Single Residence,3731,441
2007,4,102702,Triplex,138,4
2007,4,102801,Apartment,150,4
2007,4,102801,Business,4062,70
2007,4,102801,Duplex,1609,92
2007,4,102801,Fourplex,42,2
2007,4,102801,Industry,53,5
2007,4,102801,Miscellaneous,1,2
2007,4,102801,Parks & Municipals,385,19
2007,4,102801,Restaurant,39,1
2007,4,102801,School or Church or Charity,126,6
2007,4,102801,Single Residence,13488,1544
2007,4,102801,Triplex,42,1
2007,4,102802,Apartment,4690,12
2007,4,102802,Business,11207,276
2007,4,102802,Duplex,812,50
2007,4,102802,Fourplex,0,1
2007,4,102802,Hotel or Motel,231,4
2007,4,102802,Industry,2,1
2007,4,102802,Miscellaneous,97,12
2007,4,102802,Parks & Municipals,252,17
2007,4,102802,Restaurant,203,6
2007,4,102802,School or Church or Charity,317,16
2007,4,102802,Single Residence,8708,794
2007,4,102802,Triplex,36,1
2007,4,102900,Apartment,3606,34
2007,4,102900,Business,20665,659
2007,4,102900,Duplex,673,62
2007,4,102900,Fourplex,496,18
2007,4,102900,Hotel or Motel,2491,7
2007,4,102900,Industry,658,8
2007,4,102900,Miscellaneous,630,16
2007,4,102900,Parks & Municipals,325,16
2007,4,102900,Restaurant,1078,17
2007,4,102900,School or Church or Charity,225,9
2007,4,102900,Single Residence,4567,690
2007,4,102900,Triplex,144,8
2007,4,103000,Apartment,316,6
2007,4,103000,Business,2370,54
2007,4,103000,Duplex,989,83
2007,4,103000,Fourplex,727,31
2007,4,103000,Hotel or Motel,60,3
2007,4,103000,Miscellaneous,0,5
2007,4,103000,Parks & Municipals,132,22
2007,4,103000,Restaurant,409,4
2007,4,103000,School or Church or Charity,229,5
2007,4,103000,Single Residence,5298,839
2007,4,103000,Triplex,305,17
2007,4,103100,Apartment,1774,14
2007,4,103100,Business,399,28
2007,4,103100,Duplex,1351,119
2007,4,103100,Fourplex,1472,54
2007,4,103100,Miscellaneous,8,3
2007,4,103100,Parks & Municipals,0,8
2007,4,103100,Restaurant,1035,6
2007,4,103100,School or Church or Charity,734,18
2007,4,103100,Single Residence,6817,1118
2007,4,103100,Triplex,377,19
2007,4,103200,Apartment,2374,21
2007,4,103200,Business,3239,40
2007,4,103200,Duplex,912,87
2007,4,103200,Fourplex,1394,55
2007,4,103200,Hotel or Motel,401,3
2007,4,103200,Miscellaneous,6,2
2007,4,103200,Parks & Municipals,0,8
2007,4,103200,Restaurant,67,1
2007,4,103200,School or Church or Charity,45,5
2007,4,103200,Single Residence,7996,1285
2007,4,103200,Triplex,316,17
2007,4,103300,Apartment,3505,41
2007,4,103300,Business,2475,104
2007,4,103300,Duplex,1283,118
2007,4,103300,Fourplex,1013,48
2007,4,103300,Hospital,112,2
2007,4,103300,Miscellaneous,120,5
2007,4,103300,Parks & Municipals,0,4
2007,4,103300,Restaurant,500,6
2007,4,103300,School or Church or Charity,1332,25
2007,4,103300,Single Residence,5557,839
2007,4,103300,Triplex,392,27
2007,4,103400,Apartment,455,10
2007,4,103400,Business,1265,56
2007,4,103400,Duplex,1805,179
2007,4,103400,Fourplex,1011,45
2007,4,103400,Industry,118,1
2007,4,103400,Miscellaneous,0,1
2007,4,103400,Parks & Municipals,0,3
2007,4,103400,Restaurant,142,2
2007,4,103400,School or Church or Charity,153,3
2007,4,103400,Single Residence,7053,1208
2007,4,103400,Triplex,243,20
2007,4,103500,Apartment,69,3
2007,4,103500,Business,625,28
2007,4,103500,Duplex,1697,189
2007,4,103500,Fourplex,1069,55
2007,4,103500,Parks & Municipals,0,3
2007,4,103500,Restaurant,9,1
2007,4,103500,School or Church or Charity,9,3
2007,4,103500,Single Residence,7112,1139
2007,4,103500,Triplex,365,29
2007,4,103600,Apartment,296,2
2007,4,103600,Business,90,2
2007,4,103600,Duplex,783,79
2007,4,103600,Miscellaneous,34,4
2007,4,103600,Parks & Municipals,0,4
2007,4,103600,Restaurant,63,1
2007,4,103600,School or Church or Charity,81,4
2007,4,103600,Single Residence,6625,891
2007,4,103600,Triplex,17,2
2007,4,103700,Business,148,13
2007,4,103700,Duplex,970,94
2007,4,103700,Parks & Municipals,4,3
2007,4,103700,Restaurant,568,3
2007,4,103700,School or Church or Charity,15,2
2007,4,103700,Single Residence,6345,951
2007,4,103700,Triplex,15,1
2007,4,103800,Apartment,262,4
2007,4,103800,Business,435,18
2007,4,103800,Duplex,1662,130
2007,4,103800,Fourplex,46,3
2007,4,103800,Miscellaneous,17,1
2007,4,103800,Parks & Municipals,0,1
2007,4,103800,Restaurant,123,2
2007,4,103800,School or Church or Charity,459,3
2007,4,103800,Single Residence,4785,689
2007,4,103800,Triplex,17,2
2007,4,103900,Apartment,659,8
2007,4,103900,Business,561,19
2007,4,103900,Duplex,921,78
2007,4,103900,Fourplex,20,2
2007,4,103900,Miscellaneous,1,2
2007,4,103900,Parks & Municipals,0,2
2007,4,103900,Restaurant,127,2
2007,4,103900,School or Church or Charity,103,8
2007,4,103900,Single Residence,8559,1198
2007,4,104000,Business,1178,33
2007,4,104000,Duplex,870,77
2007,4,104000,Parks & Municipals,0,1
2007,4,104000,School or Church or Charity,397,5
2007,4,104000,Single Residence,8227,1088
2007,4,104000,Triplex,5,1
2007,4,104100,Apartment,1007,8
2007,4,104100,Business,102,4
2007,4,104100,Duplex,812,67
2007,4,104100,Miscellaneous,22,3
2007,4,104100,Parks & Municipals,0,5
2007,4,104100,School or Church or Charity,108,8
2007,4,104100,Single Residence,6723,866
2007,4,104100,Triplex,6,1
2007,4,104200,Apartment,3287,23
2007,4,104200,Business,4816,26
2007,4,104200,Duplex,1093,110
2007,4,104200,Fourplex,35,2
2007,4,104200,Hotel or Motel,88,1
2007,4,104200,Miscellaneous,656,10
2007,4,104200,Parks & Municipals,296,19
2007,4,104200,Restaurant,0,1
2007,4,104200,School or Church or Charity,324,10
2007,4,104200,Single Residence,17386,1977
2007,4,104200,Triplex,44,3
2007,4,104300,Apartment,4054,11
2007,4,104300,Business,1311,29
2007,4,104300,Duplex,814,75
2007,4,104300,Fourplex,19,1
2007,4,104300,Miscellaneous,0,2
2007,4,104300,Restaurant,80,1
2007,4,104300,School or Church or Charity,560,14
2007,4,104300,Single Residence,4151,625
2007,4,104400,Business,402,11
2007,4,104400,Duplex,370,33
2007,4,104400,Miscellaneous,338,5
2007,4,104400,Parks & Municipals,15,9
2007,4,104400,Single Residence,6911,634
2007,4,104700,Apartment,2072,23
2007,4,104700,Business,449,28
2007,4,104700,Duplex,2049,163
2007,4,104700,Fourplex,169,6
2007,4,104700,Miscellaneous,30,4
2007,4,104700,Parks & Municipals,52,11
2007,4,104700,Restaurant,5,1
2007,4,104700,School or Church or Charity,58,4
2007,4,104700,Single Residence,10356,1371
2007,4,104700,Triplex,52,5
2007,4,104800,Apartment,1978,15
2007,4,104800,Business,633,30
2007,4,104800,Duplex,2193,177
2007,4,104800,Fourplex,71,2
2007,4,104800,Miscellaneous,213,5
2007,4,104800,Parks & Municipals,20,1
2007,4,104800,Restaurant,16,1
2007,4,104800,School or Church or Charity,350,9
2007,4,104800,Single Residence,10254,1433
2007,4,104800,Triplex,59,3
2007,4,104900,Apartment,480,10
2007,4,104900,Business,948,36
2007,4,104900,Duplex,906,68
2007,4,104900,Fourplex,2037,77
2007,4,104900,Industry,16,1
2007,4,104900,Miscellaneous,84,6
2007,4,104900,Parks & Municipals,123,5
2007,4,104900,Restaurant,348,2
2007,4,104900,School or Church or Charity,57,3
2007,4,104900,Single Residence,5093,749
2007,4,104900,Triplex,160,10
2007,4,110103,Miscellaneous,6,1
2007,4,110103,Single Residence,78,5
2007,4,110200,Miscellaneous,3,2
