YEAR,MONTH,TRACT,TYPE,CONSUMPTION,CONNECTIONS
2000,1,100100,Apartment,91,4
2000,1,100100,Business,1153,44
2000,1,100100,Duplex,20,1
2000,1,100100,Hotel or Motel,280,2
2000,1,100100,Industry,108038,20
2000,1,100100,Miscellaneous,0,5
2000,1,100100,Parks & Municipals,0,3
2000,1,100100,School or Church or Charity,818,12
2000,1,100100,Single Residence,165,13
2000,1,100100,Triplex,19,1
2000,1,100200,Business,23322,16
2000,1,100200,Industry,1677,7
2000,1,100200,Parks & Municipals,774,7
2000,1,100200,Single Residence,132,9
2000,1,100306,Apartment,3180,14
2000,1,100306,Business,939,23
2000,1,100306,Duplex,10,1
2000,1,100306,Fourplex,6,1
2000,1,100306,Hotel or Motel,820,3
2000,1,100306,Parks & Municipals,0,2
2000,1,100306,School or Church or Charity,182,1
2000,1,100306,Single Residence,94,9
2000,1,100307,Apartment,180,7
2000,1,100307,Parks & Municipals,0,4
2000,1,100307,School or Church or Charity,21,5
2000,1,100307,Single Residence,120,17
2000,1,100308,Apartment,3492,27
2000,1,100308,Business,660,6
2000,1,100308,Parks & Municipals,1356,9
2000,1,100308,Single Residence,231,14
2000,1,100500,Apartment,6557,23
2000,1,100500,Business,148,2
2000,1,100500,Duplex,11,1
2000,1,100500,Fourplex,62,2
2000,1,100500,Miscellaneous,2,2
2000,1,100500,Parks & Municipals,210,9
2000,1,100500,School or Church or Charity,213,2
2000,1,100500,Single Residence,136,18
2000,1,100600,Apartment,1139,10
2000,1,100600,Business,5484,45
2000,1,100600,Duplex,15,1
2000,1,100600,Fourplex,19,1
2000,1,100600,Hotel or Motel,281,1
2000,1,100600,Miscellaneous,-128,6
2000,1,100600,Parks & Municipals,52,9
2000,1,100600,School or Church or Charity,56,3
2000,1,100600,Single Residence,225,26
2000,1,100700,Apartment,1046,10
2000,1,100700,Business,17,1
2000,1,100700,Duplex,15,2
2000,1,100700,Fourplex,41,2
2000,1,100700,Parks & Municipals,1222,18
2000,1,100700,School or Church or Charity,34,2
2000,1,100700,Single Residence,28,2
2000,1,100800,Apartment,5039,21
2000,1,100800,Business,4334,29
2000,1,100800,Fourplex,9,1
2000,1,100800,Hotel or Motel,1740,5
2000,1,100800,Miscellaneous,0,2
2000,1,100800,Parks & Municipals,102,11
2000,1,100800,School or Church or Charity,4462,29
2000,1,100800,Single Residence,19,4
2000,1,100800,Triplex,59,2
2000,1,101000,Apartment,99,6
2000,1,101000,Business,499,4
2000,1,101000,Duplex,3,1
2000,1,101000,Fourplex,16,2
2000,1,101000,Hospital,3144,2
2000,1,101000,Miscellaneous,495,2
2000,1,101000,Parks & Municipals,165,1
2000,1,101000,School or Church or Charity,6601,8
2000,1,101000,Single Residence,108,12
2000,1,101101,Apartment,713,9
2000,1,101101,Business,81,2
2000,1,101101,Miscellaneous,0,2
2000,1,101101,Parks & Municipals,0,1
2000,1,101101,Restaurant,67,1
2000,1,101101,School or Church or Charity,696,1
2000,1,101101,Single Residence,0,1
2000,1,101102,Apartment,7999,31
2000,1,101102,Business,232,3
2000,1,101102,Duplex,116,1
2000,1,101102,Miscellaneous,0,1
2000,1,101102,Parks & Municipals,192,6
2000,1,101102,School or Church or Charity,73,3
2000,1,101102,Single Residence,14,3
2000,1,101102,Triplex,26,1
2000,1,101200,Apartment,2064,12
2000,1,101200,Business,250,3
2000,1,101200,Duplex,8,1
2000,1,101200,Miscellaneous,0,2
2000,1,101200,Parks & Municipals,99,27
2000,1,101200,School or Church or Charity,53,1
2000,1,101200,Single Residence,86,6
2000,1,101400,Apartment,7656,14
2000,1,101400,Business,10004,93
2000,1,101400,Hospital,9722,20
2000,1,101400,Miscellaneous,3325,27
2000,1,101400,Parks & Municipals,476,16
2000,1,101400,School or Church or Charity,58097,23
2000,1,101500,Apartment,1975,11
2000,1,101500,Business,262,7
2000,1,101500,Duplex,50,2
2000,1,101500,Hospital,713,7
2000,1,101500,Miscellaneous,0,1
2000,1,101500,Parks & Municipals,1609,11
2000,1,101500,Restaurant,-336,4
2000,1,101500,School or Church or Charity,15,1
2000,1,101500,Single Residence,82,8
2000,1,101600,Apartment,4336,22
2000,1,101600,Miscellaneous,0,7
2000,1,101600,Parks & Municipals,71,4
2000,1,101600,School or Church or Charity,1087,13
2000,1,101600,Single Residence,62,5
2000,1,101600,Triplex,153,3
2000,1,101700,Apartment,3477,27
2000,1,101700,Business,1513,11
2000,1,101700,Duplex,10,1
2000,1,101700,Miscellaneous,0,1
2000,1,101700,Parks & Municipals,0,5
2000,1,101700,Restaurant,146,1
2000,1,101700,School or Church or Charity,99,3
2000,1,101700,Single Residence,25,3
2000,1,101700,Triplex,11,1
2000,1,101800,Apartment,1186,10
2000,1,101800,Business,901,5
2000,1,101800,Duplex,6,1
2000,1,101800,Fourplex,39,3
2000,1,101800,Industry,2550,2
2000,1,101800,Miscellaneous,0,4
2000,1,101800,Parks & Municipals,0,4
2000,1,101800,Restaurant,67,1
2000,1,101800,School or Church or Charity,368,6
2000,1,101800,Single Residence,27,7
2000,1,101900,Apartment,2515,20
2000,1,101900,Business,2931,41
2000,1,101900,Fourplex,9,1
2000,1,101900,Miscellaneous,0,1
2000,1,101900,Parks & Municipals,58,9
2000,1,101900,Restaurant,395,6
2000,1,101900,School or Church or Charity,67,4
2000,1,102000,Apartment,936,5
2000,1,102000,Business,3165,12
2000,1,102000,Duplex,143,3
2000,1,102000,Parks & Municipals,0,9
2000,1,102000,School or Church or Charity,69,2
2000,1,102000,Single Residence,77,10
2000,1,102100,Apartment,2877,18
2000,1,102100,Business,3413,29
2000,1,102100,Parks & Municipals,641,4
2000,1,102100,Restaurant,190,1
2000,1,102100,School or Church or Charity,22,2
2000,1,102300,Apartment,3639,11
2000,1,102300,Business,1906,10
2000,1,102300,Duplex,44,1
2000,1,102300,Miscellaneous,369,2
2000,1,102300,Parks & Municipals,3425,10
2000,1,102300,School or Church or Charity,13,2
2000,1,102300,Single Residence,78,10
2000,1,102500,Apartment,3693,17
2000,1,102500,Business,9152,138
2000,1,102500,Duplex,52,2
2000,1,102500,Hotel or Motel,4355,13
2000,1,102500,Industry,478,9
2000,1,102500,Miscellaneous,126,6
2000,1,102500,Parks & Municipals,641,9
2000,1,102500,Restaurant,801,2
2000,1,102500,School or Church or Charity,719,5
2000,1,102500,Single Residence,85,6
2000,1,102600,Apartment,628,10
2000,1,102600,Business,11817,115
2000,1,102600,Duplex,605,43
2000,1,102600,Fourplex,496,15
2000,1,102600,Hotel or Motel,145,1
2000,1,102600,Industry,18,4
2000,1,102600,Miscellaneous,0,2
2000,1,102600,Parks & Municipals,748,30
2000,1,102600,Restaurant,35,2
2000,1,102600,School or Church or Charity,500,15
2000,1,102600,Single Residence,6407,707
2000,1,102600,Triplex,196,9
2000,1,102701,Apartment,1867,5
2000,1,102701,Business,264,17
2000,1,102701,Duplex,1529,82
2000,1,102701,Fourplex,188,6
2000,1,102701,Parks & Municipals,0,5
2000,1,102701,Restaurant,18,1
2000,1,102701,School or Church or Charity,27,4
2000,1,102701,Single Residence,8740,834
2000,1,102701,Triplex,140,6
2000,1,102702,Apartment,2676,20
2000,1,102702,Business,7695,31
2000,1,102702,Duplex,477,22
2000,1,102702,Fourplex,1743,38
2000,1,102702,Hotel or Motel,990,3
2000,1,102702,Industry,4955,17
2000,1,102702,Miscellaneous,0,2
2000,1,102702,Parks & Municipals,0,4
2000,1,102702,Restaurant,183,1
2000,1,102702,School or Church or Charity,264,4
2000,1,102702,Single Residence,3714,399
2000,1,102702,Triplex,76,3
2000,1,102801,Apartment,0,1
2000,1,102801,Business,2437,59
2000,1,102801,Duplex,2173,91
2000,1,102801,Fourplex,44,2
2000,1,102801,Industry,145,3
2000,1,102801,Parks & Municipals,76,16
2000,1,102801,School or Church or Charity,179,4
2000,1,102801,Single Residence,11210,1102
2000,1,102801,Triplex,33,1
2000,1,102802,Apartment,5102,12
2000,1,102802,Business,6444,243
2000,1,102802,Duplex,1110,51
2000,1,102802,Fourplex,61,1
2000,1,102802,Hotel or Motel,104,4
2000,1,102802,Industry,190,5
2000,1,102802,Miscellaneous,13,6
2000,1,102802,Parks & Municipals,1747,16
2000,1,102802,Restaurant,1224,4
2000,1,102802,School or Church or Charity,299,12
2000,1,102802,Single Residence,7486,739
2000,1,102802,Triplex,35,1
2000,1,102900,Apartment,1730,9
2000,1,102900,Business,19299,214
2000,1,102900,Duplex,7,4
2000,1,102900,Fourplex,14,1
2000,1,102900,Hotel or Motel,1584,4
2000,1,102900,Industry,603,3
2000,1,102900,Miscellaneous,268,12
2000,1,102900,Parks & Municipals,198,14
2000,1,102900,Restaurant,306,4
2000,1,102900,School or Church or Charity,213,4
2000,1,102900,Single Residence,329,39
2000,1,102900,Triplex,13,1
2000,1,103000,Business,16,2
2000,1,103000,Duplex,7,1
2000,1,103000,Hotel or Motel,17,1
2000,1,103000,Miscellaneous,11,5
2000,1,103000,Parks & Municipals,763,7
2000,1,103000,Restaurant,285,2
2000,1,103000,School or Church or Charity,311,1
2000,1,103000,Single Residence,131,18
2000,1,103000,Triplex,0,1
2000,1,103100,Apartment,346,1
2000,1,103100,Business,29,3
2000,1,103100,Duplex,40,2
2000,1,103100,Fourplex,34,1
2000,1,103100,Miscellaneous,0,2
2000,1,103100,Parks & Municipals,0,8
2000,1,103100,School or Church or Charity,824,8
2000,1,103100,Single Residence,133,13
2000,1,103200,Apartment,1385,6
2000,1,103200,Business,2179,12
2000,1,103200,Fourplex,39,2
2000,1,103200,Parks & Municipals,0,8
2000,1,103200,Restaurant,8,1
2000,1,103200,Single Residence,303,23
2000,1,103300,Apartment,2571,16
2000,1,103300,Business,1268,10
2000,1,103300,Fourplex,29,1
2000,1,103300,Hospital,42,3
2000,1,103300,Miscellaneous,118,4
2000,1,103300,Parks & Municipals,0,1
2000,1,103300,School or Church or Charity,605,17
2000,1,103300,Single Residence,-102,10
2000,1,103400,Apartment,94,2
2000,1,103400,Business,787,5
2000,1,103400,Duplex,30,3
2000,1,103400,Fourplex,18,2
2000,1,103400,Miscellaneous,0,1
2000,1,103400,Parks & Municipals,257,3
2000,1,103400,School or Church or Charity,44,1
2000,1,103400,Single Residence,105,23
2000,1,103500,Business,74,2
2000,1,103500,Duplex,55,4
2000,1,103500,Parks & Municipals,0,2
2000,1,103500,Single Residence,186,20
2000,1,103600,Business,14,1
2000,1,103600,Miscellaneous,0,2
2000,1,103600,Parks & Municipals,0,4
2000,1,103600,School or Church or Charity,50,3
2000,1,103600,Single Residence,124,10
2000,1,103700,Duplex,7,1
2000,1,103700,Parks & Municipals,0,2
2000,1,103700,Restaurant,17,1
2000,1,103700,Single Residence,110,7
2000,1,103800,Apartment,110,1
2000,1,103800,Business,0,1
2000,1,103800,Parks & Municipals,0,1
2000,1,103800,Restaurant,228,1
2000,1,103800,School or Church or Charity,1074,1
2000,1,103800,Single Residence,72,9
2000,1,103900,Apartment,464,4
2000,1,103900,Business,156,3
2000,1,103900,Duplex,29,1
2000,1,103900,Parks & Municipals,0,2
2000,1,103900,Restaurant,1,1
2000,1,103900,School or Church or Charity,176,4
2000,1,103900,Single Residence,97,17
2000,1,104000,Business,761,8
2000,1,104000,Duplex,14,1
2000,1,104000,Parks & Municipals,0,1
2000,1,104000,School or Church or Charity,636,2
2000,1,104000,Single Residence,20,1
2000,1,104000,Triplex,35,1
2000,1,104100,Apartment,985,8
2000,1,104100,Miscellaneous,0,1
2000,1,104100,Parks & Municipals,33,5
2000,1,104100,School or Church or Charity,242,4
2000,1,104100,Single Residence,116,11
2000,1,104200,Apartment,3542,16
2000,1,104200,Business,572,13
2000,1,104200,Duplex,15,2
2000,1,104200,Miscellaneous,7779,6
2000,1,104200,Parks & Municipals,4747,19
2000,1,104200,Restaurant,43,1
2000,1,104200,School or Church or Charity,54,5
2000,1,104200,Single Residence,767,70
2000,1,104300,Apartment,2536,6
2000,1,104300,Business,318,13
2000,1,104300,Duplex,6,1
2000,1,104300,Miscellaneous,0,2
2000,1,104300,School or Church or Charity,691,8
2000,1,104400,Business,1,1
2000,1,104400,Miscellaneous,134,5
2000,1,104400,Parks & Municipals,30,7
2000,1,104400,Single Residence,69,6
2000,1,104700,Apartment,2148,24
2000,1,104700,Business,125,15
2000,1,104700,Duplex,1153,105
2000,1,104700,Miscellaneous,10,8
2000,1,104700,Parks & Municipals,494,11
2000,1,104700,Restaurant,4,1
2000,1,104700,School or Church or Charity,51,3
2000,1,104700,Single Residence,6900,1081
2000,1,104700,Triplex,1,1
2000,1,104800,Apartment,1395,13
2000,1,104800,Business,660,30
2000,1,104800,Duplex,2228,178
2000,1,104800,Fourplex,43,2
2000,1,104800,Miscellaneous,4,5
2000,1,104800,Parks & Municipals,6,1
2000,1,104800,Restaurant,1,1
2000,1,104800,School or Church or Charity,132,6
2000,1,104800,Single Residence,9420,1432
2000,1,104800,Triplex,38,3
2000,1,104900,Apartment,187,3
2000,1,104900,Business,6,4
2000,1,104900,Duplex,59,5
2000,1,104900,Fourplex,192,7
2000,1,104900,Miscellaneous,5,3
2000,1,104900,Parks & Municipals,911,5
2000,1,104900,Restaurant,184,1
2000,1,104900,Single Residence,204,60
2000,1,110200,Miscellaneous,0,2
2000,1,110200,School or Church or Charity,18,1
2000,1,110300,Business,2,4
2000,1,110300,Duplex,131,10
2000,1,110300,Single Residence,481,67
2000,1,111400,Business,0,1
2000,1,111400,Single Residence,4,1
2000,1,111802,Apartment,1032,13
2000,1,111802,Business,1352,18
2000,1,111802,Duplex,158,17
2000,1,111802,Single Residence,363,49
2000,1,111802,Triplex,34,3
2000,1,113906,Business,5072,34
2000,1,113906,Industry,11832,4
2000,1,113906,Miscellaneous,92,7
2000,1,113906,Parks & Municipals,15,1
2000,1,114000,Apartment,173,2
2000,1,114000,Business,26188,360
2000,1,114000,Duplex,0,1
2000,1,114000,Hotel or Motel,21750,57
2000,1,114000,Industry,2595,19
2000,1,114000,Miscellaneous,-6,5
2000,1,114000,Parks & Municipals,1567,50
2000,1,114000,Restaurant,1229,8
2000,1,114000,School or Church or Charity,101,2
2000,1,114000,Single Residence,26,5
2000,1,114000,Triplex,11,1
2000,1,114100,Business,2409,17
2000,1,114100,Duplex,-57,2
2000,1,114100,Hotel or Motel,152,4
2000,1,114100,Miscellaneous,75,13
2000,1,114100,Parks & Municipals,385,10
2000,1,114100,Restaurant,868,3
2000,1,114100,School or Church or Charity,2079,4
2000,1,114100,Single Residence,28,6
2000,1,114500,Business,61397,711
2000,1,114500,Industry,8763,26
2000,1,114500,Miscellaneous,11,12
2000,1,114500,Parks & Municipals,223,10
2000,1,114700,Business,31,4
2000,1,114700,Industry,1396,5
2000,1,114700,Miscellaneous,0,1
2000,1,114700,Parks & Municipals,9258,15
2000,1,114700,Restaurant,304,1
2000,1,114700,School or Church or Charity,306,7
2000,1,114700,Single Residence,223,10
2000,1,114800,Apartment,684,7
2000,1,114800,Business,44,3
2000,1,114800,Hospital,374,2
2000,1,114800,Parks & Municipals,13,13
2000,1,114800,School or Church or Charity,7,1
2000,1,114800,Single Residence,290,29
2000,1,980000,Business,29108,307
2000,1,980000,Hotel or Motel,6554,43
2000,1,980000,Industry,65,6
2000,1,980000,Miscellaneous,115,43
2000,1,980000,Parks & Municipals,5488,13
2000,2,100100,Apartment,973,12
2000,2,100100,Business,6280,176
2000,2,100100,Duplex,1315,55
2000,2,100100,Fourplex,225,6
2000,2,100100,Hotel or Motel,300,4
2000,2,100100,Industry,118685,23
2000,2,100100,Miscellaneous,3,6
2000,2,100100,School or Church or Charity,1464,14
2000,2,100100,Single Residence,5546,288
2000,2,100100,Triplex,156,6
2000,2,100200,Apartment,90,2
2000,2,100200,Business,13427,25
2000,2,100200,Duplex,1750,80
2000,2,100200,Fourplex,365,5
2000,2,100200,Industry,1965,8
2000,2,100200,Miscellaneous,2,2
2000,2,100200,School or Church or Charity,1,2
2000,2,100200,Single Residence,7997,323
2000,2,100200,Triplex,91,4
2000,2,100306,Apartment,5249,20
2000,2,100306,Business,4101,53
2000,2,100306,Duplex,820,14
2000,2,100306,Fourplex,2096,25
2000,2,100306,Hotel or Motel,2559,4
2000,2,100306,Miscellaneous,15,2
2000,2,100306,Restaurant,490,4
2000,2,100306,School or Church or Charity,154,2
2000,2,100306,Single Residence,13407,583
2000,2,100307,Apartment,2003,18
2000,2,100307,Duplex,322,5
2000,2,100307,Fourplex,94,2
2000,2,100307,School or Church or Charity,78,7
2000,2,100307,Single Residence,17580,1022
2000,2,100308,Apartment,7511,46
2000,2,100308,Business,1519,20
2000,2,100308,Duplex,663,17
2000,2,100308,Fourplex,1437,18
2000,2,100308,Miscellaneous,0,1
2000,2,100308,Parks & Municipals,0,5
2000,2,100308,Restaurant,69,2
2000,2,100308,School or Church or Charity,21,3
2000,2,100308,Single Residence,6486,354
2000,2,100500,Apartment,5771,16
2000,2,100500,Business,436,10
2000,2,100500,Duplex,1149,38
2000,2,100500,Fourplex,1047,17
2000,2,100500,Miscellaneous,3,2
2000,2,100500,Restaurant,342,4
2000,2,100500,School or Church or Charity,272,3
2000,2,100500,Single Residence,21000,1320
2000,2,100600,Apartment,3276,23
2000,2,100600,Business,6048,85
2000,2,100600,Duplex,3214,87
2000,2,100600,Fourplex,2301,31
2000,2,100600,Hotel or Motel,276,1
2000,2,100600,Industry,5,1
2000,2,100600,Miscellaneous,186,12
2000,2,100600,Parks & Municipals,0,3
2000,2,100600,Restaurant,1113,8
2000,2,100600,School or Church or Charity,1125,16
2000,2,100600,Single Residence,23749,1264
2000,2,100600,Triplex,772,11
2000,2,100700,Apartment,7325,47
2000,2,100700,Business,469,19
2000,2,100700,Duplex,2782,106
2000,2,100700,Fourplex,1991,42
2000,2,100700,Industry,17,1
2000,2,100700,Miscellaneous,111,5
2000,2,100700,Parks & Municipals,76,2
2000,2,100700,Restaurant,25,1
2000,2,100700,School or Church or Charity,86,7
2000,2,100700,Single Residence,5600,416
2000,2,100700,Triplex,826,25
2000,2,100800,Apartment,8182,45
2000,2,100800,Business,5155,36
2000,2,100800,Duplex,916,42
2000,2,100800,Fourplex,715,19
2000,2,100800,Hotel or Motel,1980,10
2000,2,100800,Miscellaneous,151,10
2000,2,100800,Restaurant,369,2
2000,2,100800,School or Church or Charity,6195,29
2000,2,100800,Single Residence,1004,80
2000,2,100800,Triplex,286,17
2000,2,101000,Apartment,547,11
2000,2,101000,Business,531,11
2000,2,101000,Duplex,3907,168
2000,2,101000,Fourplex,778,14
2000,2,101000,Hospital,2952,3
2000,2,101000,Miscellaneous,482,4
2000,2,101000,School or Church or Charity,6142,12
2000,2,101000,Single Residence,13641,955
2000,2,101000,Triplex,420,16
2000,2,101101,Apartment,5806,49
2000,2,101101,Business,2032,37
2000,2,101101,Duplex,1209,53
2000,2,101101,Fourplex,1609,43
2000,2,101101,Miscellaneous,49,9
2000,2,101101,Restaurant,442,3
2000,2,101101,School or Church or Charity,-428,3
2000,2,101101,Single Residence,4047,286
2000,2,101101,Triplex,619,17
2000,2,101102,Apartment,9988,68
2000,2,101102,Business,661,12
2000,2,101102,Duplex,1303,51
2000,2,101102,Fourplex,2211,41
2000,2,101102,Hotel or Motel,24,1
2000,2,101102,Miscellaneous,0,7
2000,2,101102,School or Church or Charity,255,9
2000,2,101102,Single Residence,2607,178
2000,2,101102,Triplex,727,24
2000,2,101200,Apartment,6021,66
2000,2,101200,Business,1481,31
2000,2,101200,Duplex,2027,99
2000,2,101200,Fourplex,2885,64
2000,2,101200,Hotel or Motel,44,1
2000,2,101200,Miscellaneous,0,4
2000,2,101200,School or Church or Charity,67,3
2000,2,101200,Single Residence,11962,857
2000,2,101200,Triplex,637,27
2000,2,101400,Apartment,6860,14
2000,2,101400,Business,7249,87
2000,2,101400,Hospital,7975,20
2000,2,101400,Miscellaneous,3459,27
2000,2,101400,School or Church or Charity,52766,29
2000,2,101400,Single Residence,630,32
2000,2,101500,Apartment,7035,65
2000,2,101500,Business,2111,38
2000,2,101500,Duplex,2015,86
2000,2,101500,Fourplex,2359,49
2000,2,101500,Hospital,3316,7
2000,2,101500,Miscellaneous,11,6
2000,2,101500,Restaurant,858,8
2000,2,101500,School or Church or Charity,140,5
2000,2,101500,Single Residence,5301,345
2000,2,101500,Triplex,1389,44
2000,2,101600,Apartment,5286,43
2000,2,101600,Business,846,20
2000,2,101600,Duplex,2054,82
2000,2,101600,Fourplex,1285,27
2000,2,101600,Miscellaneous,0,10
2000,2,101600,School or Church or Charity,1305,22
2000,2,101600,Single Residence,8856,611
2000,2,101600,Triplex,1227,37
2000,2,101700,Apartment,12074,80
2000,2,101700,Business,4140,67
2000,2,101700,Duplex,1653,69
2000,2,101700,Fourplex,1581,36
2000,2,101700,Miscellaneous,0,1
2000,2,101700,Restaurant,86,1
2000,2,101700,School or Church or Charity,246,6
2000,2,101700,Single Residence,3103,242
2000,2,101700,Triplex,481,13
2000,2,101800,Apartment,6693,43
2000,2,101800,Business,2439,52
2000,2,101800,Duplex,2511,100
2000,2,101800,Fourplex,2358,46
2000,2,101800,Hotel or Motel,611,1
2000,2,101800,Industry,1583,2
2000,2,101800,Miscellaneous,34,6
2000,2,101800,Parks & Municipals,0,1
2000,2,101800,Restaurant,1638,10
2000,2,101800,School or Church or Charity,453,11
2000,2,101800,Single Residence,6128,481
2000,2,101800,Triplex,558,16
2000,2,101900,Apartment,9791,60
2000,2,101900,Business,7936,139
2000,2,101900,Duplex,244,13
2000,2,101900,Fourplex,749,14
2000,2,101900,Hotel or Motel,170,2
2000,2,101900,Miscellaneous,0,6
2000,2,101900,Restaurant,845,13
2000,2,101900,School or Church or Charity,887,10
2000,2,101900,Single Residence,750,51
2000,2,101900,Triplex,54,3
2000,2,102000,Apartment,7722,50
2000,2,102000,Business,8505,81
2000,2,102000,Duplex,2777,99
2000,2,102000,Fourplex,855,17
2000,2,102000,Hotel or Motel,14,1
2000,2,102000,Miscellaneous,0,1
2000,2,102000,Restaurant,75,2
2000,2,102000,School or Church or Charity,206,7
2000,2,102000,Single Residence,5812,409
2000,2,102000,Triplex,792,18
2000,2,102100,Apartment,7674,40
2000,2,102100,Business,7261,109
2000,2,102100,Fourplex,56,4
2000,2,102100,Miscellaneous,0,2
2000,2,102100,Parks & Municipals,197,2
2000,2,102100,Restaurant,624,4
2000,2,102100,School or Church or Charity,209,5
2000,2,102100,Single Residence,75,4
2000,2,102300,Apartment,4054,21
2000,2,102300,Business,4920,108
2000,2,102300,Duplex,1251,46
2000,2,102300,Fourplex,680,10
2000,2,102300,Industry,0,1
2000,2,102300,Miscellaneous,341,5
2000,2,102300,Parks & Municipals,411,8
2000,2,102300,Restaurant,330,4
2000,2,102300,School or Church or Charity,362,5
2000,2,102300,Single Residence,3830,195
2000,2,102300,Triplex,207,3
2000,2,102500,Apartment,3114,18
2000,2,102500,Business,12547,185
2000,2,102500,Duplex,142,4
2000,2,102500,Fourplex,22,1
2000,2,102500,Hotel or Motel,4418,16
2000,2,102500,Industry,675,15
2000,2,102500,Miscellaneous,416,9
2000,2,102500,Restaurant,1583,5
2000,2,102500,School or Church or Charity,972,10
2000,2,102500,Single Residence,259,17
2000,2,102500,Triplex,41,2
2000,2,102600,Apartment,700,11
2000,2,102600,Business,12295,163
2000,2,102600,Duplex,1069,55
2000,2,102600,Fourplex,655,16
2000,2,102600,Hotel or Motel,165,1
2000,2,102600,Industry,18,5
2000,2,102600,Miscellaneous,-21,4
2000,2,102600,Parks & Municipals,124,4
2000,2,102600,Restaurant,1305,7
2000,2,102600,School or Church or Charity,939,24
2000,2,102600,Single Residence,11066,984
2000,2,102600,Triplex,263,11
2000,2,102701,Apartment,1617,5
2000,2,102701,Business,419,20
2000,2,102701,Duplex,1702,86
2000,2,102701,Fourplex,192,6
2000,2,102701,Restaurant,19,1
2000,2,102701,School or Church or Charity,25,4
2000,2,102701,Single Residence,9276,938
2000,2,102701,Triplex,145,6
2000,2,102702,Apartment,2681,20
2000,2,102702,Business,8717,37
2000,2,102702,Duplex,567,27
2000,2,102702,Fourplex,1425,38
2000,2,102702,Hotel or Motel,983,3
2000,2,102702,Industry,4634,21
2000,2,102702,Miscellaneous,0,2
2000,2,102702,Parks & Municipals,701,2
2000,2,102702,Restaurant,274,2
2000,2,102702,School or Church or Charity,278,2
2000,2,102702,Single Residence,3789,397
2000,2,102702,Triplex,77,3
2000,2,102801,Apartment,0,1
2000,2,102801,Business,2068,68
2000,2,102801,Duplex,2089,92
2000,2,102801,Fourplex,32,2
2000,2,102801,Industry,143,4
2000,2,102801,Miscellaneous,0,1
2000,2,102801,Parks & Municipals,1,3
2000,2,102801,Restaurant,104,1
2000,2,102801,School or Church or Charity,285,5
2000,2,102801,Single Residence,15532,1419
2000,2,102801,Triplex,12,1
2000,2,102802,Apartment,4825,12
2000,2,102802,Business,8263,258
2000,2,102802,Duplex,958,51
2000,2,102802,Fourplex,69,1
2000,2,102802,Hotel or Motel,127,4
2000,2,102802,Industry,125,5
2000,2,102802,Miscellaneous,15,8
2000,2,102802,Parks & Municipals,38,3
2000,2,102802,Restaurant,1587,6
2000,2,102802,School or Church or Charity,396,12
2000,2,102802,Single Residence,7573,742
2000,2,102802,Triplex,49,1
2000,2,102900,Apartment,3174,17
2000,2,102900,Business,32235,630
2000,2,102900,Duplex,1924,60
2000,2,102900,Fourplex,1045,18
2000,2,102900,Hotel or Motel,1644,7
2000,2,102900,Industry,787,8
2000,2,102900,Miscellaneous,0,5
2000,2,102900,Parks & Municipals,39,1
2000,2,102900,Restaurant,1596,18
2000,2,102900,School or Church or Charity,337,8
2000,2,102900,Single Residence,10102,680
2000,2,102900,Triplex,328,8
2000,2,103000,Apartment,924,6
2000,2,103000,Business,2969,55
2000,2,103000,Duplex,1900,82
2000,2,103000,Fourplex,1846,31
2000,2,103000,Hotel or Motel,672,3
2000,2,103000,Miscellaneous,21,5
2000,2,103000,Parks & Municipals,8,1
2000,2,103000,Restaurant,492,4
2000,2,103000,School or Church or Charity,409,5
2000,2,103000,Single Residence,11631,835
2000,2,103000,Triplex,621,17
2000,2,103100,Apartment,4512,14
2000,2,103100,Business,1021,28
2000,2,103100,Duplex,3175,123
2000,2,103100,Fourplex,3111,56
2000,2,103100,Miscellaneous,0,3
2000,2,103100,Restaurant,2644,6
2000,2,103100,School or Church or Charity,608,17
2000,2,103100,Single Residence,15666,1112
2000,2,103100,Triplex,742,19
2000,2,103200,Apartment,2798,21
2000,2,103200,Business,3427,41
2000,2,103200,Duplex,2072,88
2000,2,103200,Fourplex,2773,56
2000,2,103200,Hotel or Motel,1125,3
2000,2,103200,Miscellaneous,0,2
2000,2,103200,Restaurant,119,1
2000,2,103200,School or Church or Charity,131,5
2000,2,103200,Single Residence,16410,1270
2000,2,103200,Triplex,840,17
2000,2,103300,Apartment,4573,41
2000,2,103300,Business,4275,104
2000,2,103300,Duplex,3067,117
2000,2,103300,Fourplex,2374,47
2000,2,103300,Hospital,-28,3
2000,2,103300,Miscellaneous,210,5
2000,2,103300,Restaurant,871,6
2000,2,103300,School or Church or Charity,804,20
2000,2,103300,Single Residence,11137,838
2000,2,103300,Triplex,906,27
2000,2,103400,Apartment,1410,10
2000,2,103400,Business,1583,54
2000,2,103400,Duplex,4030,177
2000,2,103400,Fourplex,2465,45
2000,2,103400,Industry,521,1
2000,2,103400,Miscellaneous,0,1
2000,2,103400,Restaurant,287,2
2000,2,103400,School or Church or Charity,85,3
2000,2,103400,Single Residence,16419,1204
2000,2,103400,Triplex,701,20
2000,2,103500,Apartment,127,3
2000,2,103500,Business,1029,27
2000,2,103500,Duplex,4321,190
2000,2,103500,Fourplex,2516,54
2000,2,103500,Restaurant,24,1
2000,2,103500,School or Church or Charity,80,3
2000,2,103500,Single Residence,20403,1139
2000,2,103500,Triplex,1006,29
2000,2,103600,Apartment,187,2
